caso_id,caso,departamento,tipo,n_meses,n_apariciones,es_socioambiental,menciona_mineria
35,"Pobladores de ambos caseríos exigen a la empresa minera la instalación de la planta concentradora de manera responsable, proyectos de desarrollo y empleo para la población",Amazonas,Socioambiental,3,3,1,1
2701,Estudiantes de la Universidad Nacional José María Arguedas de Andahuaylas toman el local de la universidad por supuestas irregularidades cometidas por la comisión organizadora,Áncash,Otros,4,4,0,0
91,"Conflicto por la supuesta contaminación que produciría la empresa Minera Apurímac Ferrum en las aguas de la laguna Paccococha, que abastece a los valles de Chumbao, Huancaray, Argama y Pincos",Apurímac,Socioambiental,13,13,1,1
92,"Autoridades regionales, locales y sociedad civil rechazan la instalación y construcción de plantas harineras y aceite de pescado en distritos de Arequipa porque sostienen ocasionarían daño ambiental y se debe proteger los recursos hidrobiológicos para el consumo humano",Apurímac,Asuntos de gobierno nacional,33,33,0,0
318,"Los comuneros de Anchaqmayo, Paucho, Yanapiruro, Allpachaka, Liriopata, Chiara demandan que la Empresa Perú LNG cumpla con el pago a la Municipalidad de Chiara por apertura de zanja, realice estudios de impacto ambiental, repare daños causados y que contrate mano de obra no calificada de las comunidades",Arequipa / Puno,Socioambiental,5,5,1,0
436,"Pobladores exigen el retiro del jefe policial y del fiscal, los acusan de abuso de autoridad y actos de corrupción",Ayacucho / Huancavelica,Asuntos de gobierno regional,8,8,0,0
501,"Demandan la recuperación de manantiales Rume Rume, Perga Perga y Cuyoc, para uso de consumo humano y riego tecnificado, que viene utilizando la empresa Minera Yanacocha",Cajamarca,Socioambiental,32,32,1,1
731,Los posesionarios del Asentamiento humano 13 de abril piden un empadronamiento técnico y validado por la Junta Directiva de la Comunidad Campesina de Ascensión. Además exigen la transcripción al padrón oficial de posesionarios y les otorgue título de propiedad. En cambio la Comunidad Campesina de Ascensión exige que los posesionarios paguen un precio por la propiedad,Cusco / Junín,Comunales,2,2,0,0
869,"Los pobladores del centro poblado San Pedro de Pari demandan indemnización por los daños ocasionados por diversas empresas (Electroandes, Electroperú, etc.); además, solicitan la descontaminación del lago Chinchaycocha (lago Junín)",Huánuco,Socioambiental,5,5,1,0
1043,"La Asociación Marianista de Acción Social (AMAS), exige a la minera Barrick Misquichilca, se indemnice a la gente afectada por el derrame de petróleo de uno de sus camiones en el Caserío Plazapampa y se haga lo necesario para remediar y recuperar los suelos",Junín,Socioambiental,4,4,1,1
1173,"El Alcalde de la Municipalidad Distrital de Pueblo Nuevo solicitó que en el proceso de consulta se incluyan los sectores de La Yovera y Los Burgas, a fin de que sean sometidos a consulta. La municipalidad provincial de Ferreñafe comunicó al gobierno regional de Lambayeque no incluir a estos sectores en la consulta de acuerdo al acta suscrita el 13 de febrero de 2008 que sólo incluye al centro poblado San Roque Las Lomas",La Libertad,Demarcación territorial. UNIDAD DE CONFLICTOS SOCIALES - DEFENSORÍA DEL PUEBLO,2,2,0,0
1174,Un sector de trabajadores del sindicato de la empresa agroindustrial Cayaltí demandan su reposición tras haber obtenido sentencia favorable del Tribunal Constitucional. Otro sector demanda el cumplimiento de algunos acuerdos,La Libertad,Laboral,1,1,0,0
1175,"El alcalde fue suspendido de sus funciones por el consejo municipal por presuntas irregularidades, apeló al JNE y esta institución revocó la decisión, los regidores y la población cuestionan su continuidad",La Libertad,Asuntos de gobierno local,2,2,0,0
1328,"Se renuevan las discrepancias entre las municipalidades de San Isidro y Magdalena respecto a sus límites, restringiéndose el diálogo iniciado en la Comisión Especial Tripartita, con intervención de la Municipalidad Metropolitana de Lima",Lima,Demarcación territorial,4,4,0,0
1663,"Estudiantes de la Universidad José Carlos Mariátegui (Ilo) reclaman el cumplimiento del presupuesto aprobado el año 2007 que incluía la implementación de algunos servicios universitarios como centro de cómputo, laboratorios, bibliotecas, entre otros",Madre de Dios,Otros,4,4,0,0
1664,"Los estudiantes de la Universidad Nacional de Moquegua (UNAM) se oponen a la designación de Javier Flores Arocutipa como Presidente de la Comisión Organizadora de dicha Universidad, designación efectuada mediante resolución del Consejo Nacional para la Autorización de Funcionamiento de Universidades (CONAFU). Reclaman que se realice un concurso público",Madre de Dios,Otros,8,8,0,0
1793,Los estudiantes universitarios de diversas regiones del país reclaman porque transportistas no cumplen con el cobro del medio pasaje a los universitarios,Nacional,Otros,9,9,0,0
1794,"Ante el pedido de ex trabajadores aportantes FONAVISTAS, el Tribunal de Garantías Constitucionales (TC), emitió una sentencia que deja expedito el camino para que, mediante un referéndum, se decida la devolución del dinero a los ex trabajadores que entre los años 1979 y 1998 aportaron a este fondo destinado a la construcción de viviendas",Nacional,Asuntos de gobierno nacional,18,18,0,0
1962,Pobladores de Sechura y Piura demandan reubicación de antenas de telefonía celular por posibles daños a la salud y al ambiente,Pasco,Socioambiental,14,14,1,0
1963,"Los pobladores y agricultores del Alto Piura exigen que el gobierno cumpla con su compromiso de ejecutar el Proyecto Hidroenergético, por la expectativa del desarrollo de la Región",Pasco,Asuntos de gobierno nacional,19,19,0,0
2839,,Tacna,"De los 126 conflictos activos registrados durante este mes, el 50% (61 casos) corresponde a conflictos del tipo socioambiental, el 16% (19 casos) corresponde a ",1,1,1,0
2403,"Caserío Quishuar Corral, distrito de Los pobladores del Caserío de Quishuar Corral afirman que la labor de la empresa Yanacocha está Cajamarca, provincia de afectando la calidad del agua y generando Cajamarca CAJAMARCA problemas de contaminación. Anexo Lutto Kututo, comunidad campesina Lutto Paralización de la actividad minera informal realizada por esta empresa Nazareno Rey y rechazo Kututo, distrito Llusco, Provincia de a toda actividad minera en la zona por ser agrícola y arqueológica. Chumbivilca UNIDAD DE CONFLICTOS SOCIALES - DEFENSORÍA DEL PUEBLO Distrito de Kañaris, Oposición de la Comunidad Campesina San Juan Bautista del distrito de Kañaris al proyecto minero provincia de Ferreñafe LAMBAYEQUE de la empresa Minera Oro Candente. Conflicto por diferencias limítrofes entre las regiones de Puno, Moquegua, Tacna y Arequipa debido supuestos problemas de demarcación territorial, beneficios económicos, así como intereses por la presencia de empresas mineras. 1.2. Conflictos resueltos. Durante el mes de setiembre un caso se registra como resuelto. Nº Lugares",Tacna,Socioambiental 61 Asuntos de gobierno local 19 Laborales 15 Asuntos de gobierno nacional 12 Comunales 6 Demarcación territorial 4 Asuntos de gobierno regional 4,1,1,1,1
2702,"Al analizar la actoría primaria en los conflictos socioambientales se puede apreciar una mayor participación de las empresas extractivas, fundamentalmente mineras, en tres de cada cuatro casos, los restantes están referidos tanto a los conflictos por minería informal como a los casos no extractivos",Áncash,"La segunda causa más relevante es el “Temor a posible afectación ambiental” expresada en 28 conflictos, con lo cual apreciamos que 58 de los conflictos de este ",1,1,0,1
319,"El Frente de Defensa del distrito de Carmen Alto y el Concejo Municipal en pleno, demandan un mejor servicio a las empresas de transportes y la rebaja de los pasajes, los cuales incrementaron en 40%",Arequipa / Puno,Asuntos de gobierno local,12,12,0,0
502,"La población y autoridades de la provincia de Cajabamba demandan al gobierno regional y nacional el asfaltado de la carretera, electrificación rural",Cajamarca,Asuntos de gobierno nacional,20,20,0,0
625,"Pobladores de Canchis se oponen a la construcción de la Central Hidroeléctrica de Pucara, la privatización de la empresa prestadora del Agua EMSSAPAL S.A. y a las concesiones mineras en la provincia",Cusco,Socioambiental,13,13,1,1
1044,Controversia entre las provincias de Satipo y Atalaya por límites de tierra,Junín,Demarcación territorial,1,1,0,0
1330,"Los distritos de San Martín, Comas e Independencia reactivan entre ellos sus disputas por límites",Lima,Demarcación territorial,3,3,0,0
1331,Comunidad de Pachangara demanda modificatoria de convenio suscrito y sus condiciones para la extracción de minerales por parte de la Minera Los Quenuales,Lima,Socioambiental,17,17,1,1
1518,Pobladores y autoridades del caserío Puerto Perú se oponen a la empresa Agropecuaria del Shanusi ante posible contaminación en la quebrada Yanayacu,Loreto,Socioambiental,8,8,1,0
1519,Comunidades y Federaciones nativas del distrito de Morona se oponen a presencia de empresa Talismán por posible contaminación y afectación a sus recursos naturales,Loreto,Socioambiental,27,27,1,0
1795,Las autoridades que integran el Consejo Interregional Amazónico (CIAN) se han pronunciado rechazando el decreto legislativo 1090 ya que pondría en peligro al 60% de los bosques primarios del país,Nacional,Asuntos de gobierno nacional,6,6,0,0
1796,La comunidad de Huayllay exige respetar sus tierras comunales a la Empresa Chungar S.A.C (Volcan Cía minera) y demandan compensación,Nacional,Socioambiental,11,11,1,1
2034,"Pobladores de El Alto y trabajadores de la empresa PETROBRAS demandan más puestos de trabajo, aumento de sueldos y conservación del medio ambiente",Piura,Socioambiental,23,23,1,0
2035,Conflicto por presunta usurpación de tierras entre los pobladores del sector Piedra Rodada y la empresa Campo Sol S.A.C,Piura,Comunal,4,4,0,0
2339,El Frente de Defensa y Desarrollo Integral de Moyobamba y el Alto Mayo y organizaciones sociales de Moyobamba con la participación de algunos representantes de distritos demandan una plataforma de 29 puntos al Gobierno Regional,San Martín,Asuntos de gobierno regional,10,10,0,0
2404,"Las autoridades regionales y locales, el Frente de Defensa de los Intereses de Tacna, y pobladores de Tacna se oponen a la modificación del artículo 5 de la Ley del Canon Minero, la 27506, por considerar que le restaría ingresos, demandan que se mantenga la distribución del canon minero como lo estipulaba la ley",Tacna,Asuntos de gobierno nacional,30,30,0,1
2840,,Tacna,"De los 133 conflictos activos registrados durante este mes, el 44% (58 casos) corresponde a conflictos del tipo socioambiental, el 17% (22 casos) corresponde a ",1,1,1,0
2405,"Comunidades Chilcaymarca y Umachulco, Distrito de Orcopampa y Cayarani, provincia de Castilla y Condesuyo. Las Comunidades Campesinas de Chilcaymarca y Umachulco reclaman la reformulación del convenio de servidumbre con la Empresa Buenaventura, e inversión en proyectos de desarrollo. Rechazo de los pobladores de Huancasancos a la concesión de la empresa Electropampas por el temor de escasez del recurso hídrico y de reducción de tierras comunales. 2 Provincia de Huancasancos. Municipalidades distritales de Chongos Altos, Chacapampa, Colca, Carhuacallanga, Chicche, Huasicancha, provincia Huancayo. La asociación del alcalde de la zona del Canipaco rechaza contaminación de Minera IRL. Distrito Puente Piedra y Carabayllo, provincia de Lima. Comité de Defensa del Medio Ambiente de Lima Norte se opone a otorgamiento de concesiones mineras en áreas urbanas en Carabayllo y Puente Piedra. Comunidad campesina Santa Ana de Pacoyan, Distrito de Simón Bolívar, provincia de Pasco. Oposición de los pobladores de Pacoyan a concentradora minera Centauro por posible contaminación e incumplimiento de compromisos con la comunidad. Distrito de Ticlacayán, provincia de Pasco. PASCO Reclamo de la comunidad campesina de Ticlacayán a la empresa Atacocha para el pago de servidumbre por uso de tierras comunales. Oposición de comunidad campesina de Corani a la explotación de uranio ante posible impacto ambiental. Distrito de Corani, provincia de Carabaya. Comunidad Campesina de Michiquillay, distrito La Encañada, Provincia de Cajamarca. CAJAMARCA. La comunidad solicita la remediación e indemnización de pasivos mineros, producto de exploraciones mineras anteriores, así como inversión en proyectos de desarrollo para las comunidades de Michiquillay, La Encañada y la provincia de Cajamarca. Comunidades campesinas El Tingo, Anexo Predio La Jalca, Caseríos de Coymolache y Pilancones, distrito de Hualgayoc, provincia de Hualgayoc. CAJAMARCA. Temor de la población por la contaminación ambiental del rio Mangasbamba y desacuerdo de la",Tacna,Socioambiental 58 Asuntos de gobierno local 22 Asuntos de gobierno nacional 16 Laborales 14 Comunales 7 Demarcación territorial 6 Asuntos de gobierno regional 5,1,1,1,1
93,"La empresa canadiense Century Minning Perú S.A.C. habría incumplido acuerdos respecto a la participación de trabajadores como accionistas de la empresa, incluidos en un contrato de compra-venta de acciones y pactos diversos y convenios colectivos",Apurímac,Laboral,27,27,0,1
503,Pobladores de Chilete y Ciudad de Dios piden se declare en emergencia la red vial de Cajamarca y la rescisión del contrato con el Consocio Vial Chilete a cargo del mantenimiento de la vía Chilete- Ciudad de Dios,Cajamarca,Asuntos de gobierno nacional,16,16,0,0
626,"Las poblaciones peregrinas de Paucartambo, Anta, Canchis, Urubamba, Ocongate, devotos y danzarines así como la comunidad de Mahuayani exigen el respeto y la intangibilidad del Santuario de Coylloritì, ante la posible concesión minera por los impactos culturales y ambientales que pueden generar",Cusco,Socioambiental,8,8,1,1
627,"Cocalero de los valles de la Convención, Yanatile y Kosñipata reclaman el incremento de la arroba de hoja de coca",Cusco,Cultivo ilegal de coca,20,20,0,0
732,Trabajadores de la empresa Techint que construye los ductos para el gas de Camisea denuncian afectaciones a condiciones laborales,Cusco / Junín,Laboral,8,8,0,1
1364,La población cuestionó la gestión del alcalde en el ejercicio de sus funciones por presuntas irregularidades,Lima / Ica,Asuntos de gobierno local,11,11,0,0
1332,"Oposición entre los comuneros de las comunidades de Muzga y Lacsanga, por el uso de agua del manantial Chimba que les permita irrigar sus cultivos",Lima,Comunal,17,17,0,0
1333,"Pobladores de San Jerónimo, Catahuasi y Canchán se oponen a la Central Hidroeléctrica ""El Platanal"" porque la derivación de las aguas del rio Cañete estaría afectando a sus poblaciones con la disminución del caudal del rio y al medio ambiente",Lima,Socioambiental,12,12,1,1
1520,Pobladores de las CCNN de la cuenca del río Curaray amenazan con cerrar e impedir el paso de las embarcaciones fluviales de las empresas petroleras que operan en la zona debido a un presunto incumplimiento para con ellas de parte de las empresas REPSOL y PERENCO y daños ambientales,Loreto,Socioambiental,8,8,1,0
2841,La,Madre de Dios,Asuntos de gobierno nacional,1,1,0,1
1797,"El alcalde del distrito de Huachón señala que, según la cartografía, las localidades de Anana, Miraflores y Santa Isabel pertenecen a su jurisdicción y no al distrito de Huancabamba",Nacional,Demarcación territorial,4,4,0,0
2036,Discrepancia entre las Municipalidades de Sullana y de Piura sobre propuesta de demarcación territorial para definir a qué provincia pertenecerán terrenos ubicados en el distrito Miguel Checa,Piura,Demarcación territorial,6,6,0,1
2211,Pobladores de diversos distritos de Chucuito se oponen a las operaciones que desarrollan la minera Santa Ana ante una posible contaminación,Puno,Socioambiental,40,40,1,1
2842,,Puno,Asuntos de gobierno nacional,1,1,0,0
2340,Miembros del FRECIDES Juanjuí y pobladores cuestionan al alcalde por supuestos actos de corrupción y uso indebido de maquinaria pesada,San Martín,Asuntos de gobierno local,15,15,0,1
2843,,San Martín,"De los 137 conflictos activos registrados durante este mes, el 42% (58 casos) corresponde a conflictos del tipo socioambiental, el 16% (22 casos) corresponde a ",1,1,1,0
2341,"Comunidad de Pallancata, distrito de Coronel Castañeda, provincia de Parinacochas. Demanda de puestos de trabajo para comuneros y mejora de las condiciones laborales de los trabajadores provenientes de la comunidad de Pallancata. 2 Provincia de Chupaca. Oposición de los agricultores de Chupaca al funcionamiento del camal municipal por posible contaminación al río Cunas y a los canales de riego. 3 Provincia de Chupaca. Oposición a la actividad minera de la empresa Vena Perú en la provincia de Chupaca ante posible contaminación del Rio Cunas. Oposición de organizaciones de Moyobamba a la concesión de la Minera White Rocks International, en los distritos de Moyobamba y Jepelacio, ante el temor de posibles impactos ambientales que pueda ocasionar en estas localidades. Distritos de Jepelacio y Calzada, Provincia de Moyobamba. 1.3. Conflictos reactivados. Durante el mes de noviembre 2 casos se han reactivado. Nº Lugares",San Martín,"Conflictos activos según el tipo – Nov. 2008 Fases de los conflictos activos. Al cierre del presente reporte, los conflictos activos registrados se encuentran e",1,1,0,1
36,"Pobladores de comunidades nativas de Cenepa se oponen a la actividad minera de la empresa Dorato Perú SAC por posible contaminación de los ríos Sawientsa, Comaina, Marañón y Amazonas, así como la afectación del Parque Nacional Ichigkat Muja, la Zona Reservada Santiago – Comaina y la Reserva Comunal Tuntanain",Amazonas,Socioambiental,12,12,1,1
37,"Pobladores de los caseríos de Buenos Aires y Yacucancha exigen a la empresa minera la instalación de la planta concentradora, proyectos de desarrollo y empleo para la población",Amazonas,Socioambiental,7,7,1,1
733,"La población exige que las empresas mineras Buenaventura y Caudalosa asuman la responsabilidad por los pasivos ambientales en la zona y la contaminación que esta actividad produce, sobre todo en los ríos Opamayo y Atoccmarca",Cusco / Junín,Socioambiental,10,10,1,1
1334,La población de las comunidades del valle Huaura - Oyón demanda la ejecución del proyecto de asfaltado de la vía Huaura/Río Seco – Sayán – Churín – Oyón – Yahahuanca – Ambo (Huánuco) y afirman que es una demanda que tiene más de 40 años,Lima,Asuntos de gobierno nacional,2,2,0,0
2844,,Puno,Asuntos de gobierno nacional,1,1,0,0
2845,,Tacna,"De los 134 conflictos activos registrados durante este mes, el 44% (56 casos) corresponde a conflictos del tipo socioambiental, el 18% (22 casos) corresponde a ",1,1,1,0
2406,"Comunidad Campesina de Pichccachuri, Distrito Puquio, provincia Lucanas. Disputa entre la Asociación de Jóvenes Mineros y los comuneros de Pichccachuri por una mina de óxido de cobre en Puquio. Distrito San Juan Bautista, provincia de Huamanga Asociación de carniceros demandan ampliación del funcionamiento del camal recientemente clausurado por SENASA ante presunta contaminación generada. Distrito de Pauza, provincia de Páucar del Sarasara. AYACUCHO Mineros informales exigen suspensión de demandas judiciales y suscribir contrato para explotación de oro en concesión de empresa “Santiago 3”. Comunidad de Vila Vilani, distrito de Palca, provincia de Tacna. TACNA La Confederación Intersectorial de Trabajadores del Estado (CITE) y trabajadores públicos rechazan los decretos legislativos 1023, 1024, 1025, 1026 y 1057, indicando que ponen en riesgo la estabilidad de los trabajadores. La Federación de Trabajadores de Construcción Civil del Perú exige la publicación del convenio colectivo de Construcción Civil. 1.3. Conflictos reactivados. Durante el mes de diciembre se registran 1 caso reactivado. Nº Lugares",Tacna,"Conflictos activos según el tipo – Dic. 2008 Fases de los conflictos activos. Al cierre del presente reporte, los conflictos activos registrados se encuentran e",1,1,0,1
2703,Pobladores de la comunidad campesina de Calpoc acusan de robo a un efectivo de la Policía Nacional; lo toman como rehén y se enfrentan a la PNP,Áncash,Asuntos de gobierno nacional,9,9,0,0
2704,Transportistas exigen la derogatoria de la ordenanza de la Municipalidad Provincial de Arequipa que cancela y da de baja a las unidades que superen los 25 años de antigüedad en el sistema de transporte público urbano,Áncash,Asuntos de gobierno local,11,11,0,0
313,"Autoridades Regionales de Puno cuestionan la inscripción de los terrenos adquiridos por la empresa EGASA para la construcción de la “Presa Bamputañe” (Proyecto: Sistema de Regulación Hídrica de la Cuenca del Río Sumbay), en los Registros Públicos de Arequipa, cuando en realidad estos se ubicarían en la región Puno",Arequipa / Cusco,Demarcación territorial,4,4,0,0
363,Comuneros rechazan a la empresa Newmont por posible afectación de río Cachi al ubicarse en cabecera de cuenca,Ayacucho,Socioambiental,8,8,1,0
364,Los comuneros de la comunidad campesina de Chiquintirca bloquean entrada de la empresa TGP reclamando que no se reduzcan los puestos de trabajo a favor de los comuneros,Ayacucho,Laboral,2,2,0,0
504,"La asociación de ex trabajadores de Cia. Minera Colquirrumi exige que se reconozca la propiedad del terreno ubicado en La Lechería, donde se ubica una zona de remediación de pasivos ambientales",Cajamarca,Socioambiental,33,33,1,1
505,"Pobladores del distrito de Choros cuestionan gestión del alcalde, acusándolo de supuestas irregularidades en el manejo de recursos, irregularidades durante el proceso de revocatoria desarrollado en el distrito en diciembre de 2008, de abandono del local municipal y ejercer funciones en un caserío cercano",Cajamarca,Asuntos de gobierno local,5,5,0,0
628,"La Comunidad campesina de Parccocalla y de Callhua rechazan el desarrollo minero en la concesión Qori Aukilla, mientras tanto la comunidad tramita una concesión minera en el lugar",Cusco,Socioambiental,9,9,1,1
629,"Rechazo de la comunidad de Vicho a la concesión “Hatun rumi” (minería no metálica) que estaría generando contaminación, además usando terrenos de la comunidad (ubicados fuera de su concesión) y sin la autorización comunal",Cusco,Socioambiental,15,15,1,1
630,La Municipalidad Distrital de Yanatile y la,Cusco,Demarcación territorial,33,33,0,0
783,Población de Surcubamba toma local municipal a la espera de la resolución final del JNE sobre la consulta popular de revocatoria de la totalidad del Consejo,Huancavelica,Electoral,2,2,0,0
1045,"La Asociación Marianista de Acción Social (AMAS), exige se indemnice a la gente afectada por el derrame de petróleo en el Caserío Plazapampa, además de remediar y recuperar los suelos afectados",Junín,Socioambiental,6,6,1,1
1176,"Pobladores toman la Municipalidad Distrital en protesta por presuntos actos irregulares del alcalde, los mismos que son investigados por el Ministerio Público y Contraloría General de la República",La Libertad,Asuntos de gobierno local,9,9,0,0
1177,"Los pobladores de Palería se oponen a desocupar los terrenos que vienen ocupando en el Santuario Histórico Bosque de Pómac, pese a que existe sentencia firme y resolución de desalojo desde junio de 2008",La Libertad,Socioambiental,15,15,1,0
1264,"La Asociación Cocama de Desarrollo y Conservación San Pablo de Tipishca reclama compensación económica por parte de las empresas Walsh Perú y Conoco Phillips, por afectación a sus territorios comunales y al medio ambiente en sus comunidades (flora y fauna)",Loreto,Socioambiental,13,13,1,0
1521,Alcaldes de la provincia de Maynas se niegan a acatar la sentencia de la Corte Superior de Justicia de Loreto que clausura el botadero ubicado en el kilómetro 30.5 de la carretera Iquitos – Nauta y solicitan se respete el plazo de 24 meses para el cierre que otorgó DIGESA,Loreto,Socioambiental,20,20,1,1
1522,Pobladores del CP Santa Rita acusan a empresa constructora CONIRSA por presuntamente causar el desborde de río Jayave,Loreto,Socioambiental,15,15,1,0
1665,"El alcalde provincial de Ilo fue sentenciado por el poder judicial por supuestos delitos contra la administración pública, y la población exige su vacancia",Madre de Dios,Asuntos de gobierno local,1,1,0,0
2072,"Conflicto por diferencias limítrofes entre las regiones de Tacna y Moquegua, debido a supuestos problemas por demarcación territorial, avivados por los beneficios económicos generados por la presencia de recursos mineros",Madre de Dios,Demarcación territorial,24,24,0,1
1798,Pescadores jubilados reclaman pago de sus pensiones atrasadas desde agosto de 2008 por falta de fondos y problemas en la Caja de Beneficios de la Seguridad Social del Pescador,Nacional,Laboral,46,46,0,1
2037,Docentes contratados reclaman el pago de sus sueldos entre los años 2004 al 2008 y exigen la emisión de decreto de urgencia que permita al gobierno regional de Piura utilizar el dinero del canon petrolero para pagar lo adeudado,Piura,Laboral,11,11,0,0
2846,,Puno,Asuntos de gobierno nacional,1,1,0,0
2212,"Conocidos los resultados de las Elecciones Municipales 2006, los opositores al alcalde reelecto sustrajeron y quemaron las actas de votación, e impidieron la entrada en el local municipal al alcalde, pidiendo la nulidad del proceso por supuesto fraude",Puno,Electoral,7,7,0,0
2213,Toma del local municipal debido a la demora en la emisión de la resolución del JNE reconociendo los resultados de la consulta popular de revocatoria llevada a cabo el 07.12.2008. Según los resultados oficiales de este proceso se habría cumplido con los requisitos para revocar al alcalde y los regidores. Se ha presentado ha presentado un recurso de apelación que hasta fecha se encuentra pendiente de resolución ante el JNE,Puno,Electoral,3,3,0,0
2342,"Desacuerdo por parte de los alcaldes provinciales de Jorge Basadre, Tarata, Candarave y alcalde distrital de Ite de por la firma del Convenio entre Southern Perú y la UNI para estudio de factibilidad de la construcción de la represa de callazas, por no haber sido consultados y por temor a que el almacenamiento de agua afecte a sus agricultores",San Martín,Socioambiental,10,10,1,1
2847,,Tacna,"De los 150 conflictos activos registrados durante este mes, el 45% (66 casos) corresponde a conflictos del tipo socioambiental, el 18% (26 casos) corresponde a ",1,1,1,0
2407,"Así, 2 casos fueron reclasificados en el presente mes: Nº Lugares Reclasificación",Tacna,"Conflictos activos según el tipo – Ene. 2009 Fases de los conflictos activos. Al cierre del presente reporte, los conflictos activos registrados se encuentran e",2,2,0,1
2705,"Los trabajadores de las empresas Agroindustrias San Jacinto reclaman el pago de sus remuneraciones, horas extras pendientes de pago y reposición de trabajadores despedidos",Áncash,Laboral,17,17,0,0
2706,"La comunidad campesina de Tumpa denuncia la supuesta contaminación de las aguas subterráneas, debido al mal manejo de las canchas de relave de la empresa minera Nueva California. La comunidad indica que ocurrió un accidente (desborde de cancha de ripio-relave) y que ha afectado a árboles de eucalipto y reclama indemnización y fiscalización ambiental",Áncash,Socioambiental,5,5,1,1
2707,"Temor de la población de Tiaparo por la contaminación ambiental, además exigen información a la empresa Southern Perú sobre las actividades de exploración minera que vienen realizando en sus territorios",Áncash,Socioambiental,65,65,1,1
2708,Pobladores de la comunidad campesina de Tapayrihua rechazan la actividad minera realizada por la empresa Southern Peru por que no contaría con el acuerdo de uso de terrenos comunales y en oposición al aparente uso irracional del agua para el proyecto minero Los Chankas,Áncash,Socioambiental,67,67,1,1
320,"Los comuneros de las comunidades campesinas de Anchaqmayo, Paucho, Yanapiruro, Allpachaka, Liriopata y Chiara demandan que la Empresa Perú LNG cumpla con el pago por servidumbres de paso en sus comunidades. Las Municipalidades distritales de Chiara, Acocro, Acosvincho, Tambillo, Vinchos y Socos demandan a la misma empresa el pago por licencias de construcción; solicitan también se realice estudios de impacto ambiental, se reparen los daños causados y se contrate mano de obra no calificada de las comunidades",Arequipa / Puno,Socioambiental,7,7,1,0
511,"Pobladores del Centro Poblado de Kiteni piden la nulidad de un contrato de compraventa celebrado por la TGP y el Sr Francisco Cahua, que los obligaría a desocupar sus casas para construir un aeropuerto. Denuncian también la destrucción de tres ríos y campos de cultivo por parte de Aceros Arequipa en la CC. Viracochasi, entre otras denuncias",Cusco,Socioambiental,34,34,1,0
784,"El alcalde con apoyo de la población exigen a la empresa ELECTROPERU el pago al municipio de una supuesta deuda por el impuesto predial correspondiente al período 2003-2007, al municipio",Huancavelica,Asuntos de gobierno local,6,6,0,0
785,"Los trabajadores de las empresas contratistas de la minera Raura reclaman la reposición de los dirigentes sindicales despedidos y la mejora de las condiciones laborales relacionadas a la alimentación, vivienda, seguridad en la ejecución de sus labores, entre otros",Huancavelica,Laboral,8,8,0,1
1846,Oposición de la Asociación de Pescadores y Artesanos de las Riveras de Chincha y Pampa Cañete por desacuerdo con la propuesta de compensación económica de la Empresa Perú LNG que señalan no corresponde con el grado de afectación,Huánuco,Socioambiental,49,49,1,0
932,Pobladores de la Provincia de Huancayo rechazan construcción de la planta de tratamiento de residuos sólidos de Lastay y disposición final de residuos sólidos a cargo de la Municipalidad Provincial de Huancayo,Ica,Socioambiental,26,26,1,1
933,Población de los diferentes distritos de Huancayo rechazan el incremento tarifario del servicio de agua potable por parte de la empresa SEDAM,Ica,Asuntos de gobierno local,8,8,0,0
934,La Central Asháninka de Río Ene- CARE denuncia que la concesión para el proyecto de la Central Hidroeléctrica Paquitzapango no ha sido consultada a las comunidades ashaninkas a pesar que serían directamente afectadas,Ica,Sociambiental,18,18,1,1
1178,Las rondas campesinas de Patapo se oponen a la compañía Santa Clotilde por los trabajos de exploración en el cerro La Puntilla por posible contaminación,La Libertad,Socioambiental,10,10,1,0
1335,"Médicos y trabajadores del INEN denuncian que la entidad pretende obligarlos a firmar, junto a sus contratos administrativos de servicios (CAS), declaraciones juradas que los comprometan a no acatar huelgas, paros o movilizaciones",Lima,Laboral,1,1,0,0
1709,Agricultores se oponen al uso de las aguas subterráneas y la desviación del cauce el río Asana para el proyecto minero Quellaveco,Moquegua,Socioambiental,10,10,1,1
2848,,Puno,Asuntos de gobierno nacional,1,1,0,0
2408,"Al crearse las provincias de Candarave y Jorge Basadre en el año 1988, los centros poblados de Cambaya, Borogueña, Vilalaca, Coraguaya y Santa Cruz ubicados inicialmente en el distrito de Ilabaya, pasaron a formar parte del distrito de Camilaca, provincia de Candarave. Actualmente estas localidades exigen ser reconocidas como parte del distrito de Ilabaya",Tacna,Demarcación territorial,44,44,0,0
2849,,Tacna,"De los 157 conflictos activos registrados durante este mes, el 45% (71 casos) corresponde a conflictos del tipo socioambiental, el 16% (24 casos) corresponde a ",1,1,1,0
