Grupo,CasoResumidoChatGPT,EsMinera,EsIlegal,EsInformal,Pueblos,Minas,Compañía minera,Completo,PrimeraFecha_min,UltimaFecha_max,GrupoID,Departamento,Tipo_estandarizado,Caso,Actores,Actores primarios,Actores secundarios,Actores terciarios,caso_id,n_meses,n_filas_panel,numero_reporte_min,numero_reporte_max,es_socioambiental,menciona_mineria,ubicacion,fuente_resumen,caso_estandarizado
Caso_416,"Pobladores de Huarmey denuncian el incumplimiento de las actas de compromiso por parte de la compañía minera Antamina S. A., sobre el establecimiento de formas de apoyo al desarrollo de la",Sí,No,No,Provincia de Huarmey,['Antamina'],['Antamina'],1,2017-02-28,2017-03-31,Caso_416,ÁNCASH,SOCIOAMBIENTAL,"Pobladores de Huarmey denuncian el incumplimiento de las actas de compromiso por parte de la compañía minera Antamina S. A., sobre el establecimiento de formas de apoyo al desarrollo de la",,"Comisión de Diálogo y Concertación por el Desarrollo de Huarmey, Frente de Defensa de la Intereses de Huarmey (FEDIP), Municipalidad Provincial de Huarmey (MPH), Compañía Minera Antamina S.A.(CMA), Asociación Colectivo de la Provincia de Huarmey","Ministerio del Ambiente (MINAM), Gobierno Regional de Áncash, Oficina General de Gestión Social del Ministerio de Energía y Minas (OGGS-MINEM) Ministerio del Ambiente (MINAM), Gobierno Regional de Áncash, Consejo de Coordinación Local Provincial de Huarmey (CCL)","Oficina Nacional de Diálogo y la Sostenibilidad de la Presidencia del Consejo de Ministros (ONDS- PCM), Defensoría del Pueblo",416,2,2,156,157,1,1,"Distrito y provincia de Huarmey, región Áncash",extractivo_caso (no ChatGPT),pobladores huarmey denuncian incumplimiento actas compromiso parte compania minera antamina s sobre establecimiento formas apoyo desarrollo
Caso_417,"La población de la cuenca del río Ayash denuncia contaminación del recurso natural, e impactos negativos a la salud de la población y en el ambiente por el presunto vertimiento de relaves de la Compañía Minera Antamina S.A.",Sí,No,No,"Comunidad Ayash Huaripampa, distrito de San Marcos, provincia de Huari, región Áncash",['Antamina'],['Antamina'],1,2017-02-28,2023-12-31,Caso_417,ÁNCASH,SOCIOAMBIENTAL,"La población de la cuenca del río Ayash denuncia contaminación del recurso natural, e impactos negativos a la salud de la población y en el ambiente por el presunto vertimiento de relaves de la Compañía Minera Antamina S.A. Además, demandan a la empresa que concrete su aporte al desarrollo local",,"Comunidad Ayash Huaripampa, comunidad Santa Cruz Pichiú, Compañía Minera Antamina S.A. (CMA), Asociación Multisectorial para el Desarrollo Sostenible de Ayash (ASODESO)","Municipalidad Provincial de Huari, Municipalidad Distrital de San Marcos, Comité de Seguimiento a la Salud Humana (COSESH) de la cuenca del río Ayash (integrado por la Gerencia de Recursos Naturales y Gestión del Medio Ambiente del Gobierno Regional de Áncash), Dirección Regional de Salud de Áncash (DIRESA), Dirección Ejecutiva de Salud Ambiental (DESA); Autoridad Nacional del Agua (ANA), Ministerio de Salud (MINSA) Organismo de Evaluación y Fiscalización Ambiental (OEFA), Organismo Supervisor de la Inversión en Minería y Energía (OSINERGMIN), Centro Nacional de Salud Ocupacional y Protección del Ambiente para la Salud (CENSOPAS), Instituto Nacional de Defensa Civil (INDECI), Centro Nacional de Estimación, Prevención y Reducción del Riesgo de Desastres (CENEPRED)","Oficina Nacional de Diálogo y Sostenibilidad de la Presidencia del Consejo de Ministros (ONDS), Oficina General de Gestión Social del Ministerio de Energía y Minas (OGGS), Defensoría del Pueblo",417,83,83,156,238,1,1,"Comunidad Ayash Huaripampa, distrito de San Marcos, provincia de Huari, región Áncash",extractivo_caso (no ChatGPT),poblacion cuenca rio ayash denuncia contaminacion recurso natural e impactos negativos salud poblacion ambiente presunto vertimiento relaves compania minera antamina s ademas demandan empresa concrete su aporte desarrollo local
Caso_420,"La población de las comunidades campesinas Huaripampa Alto, Medio y Bajo del centro poblado Huaripampa, en la zona de influencia directa del proyecto minero de la Compañía Minera Antamina S.",Sí,No,No,"Distrito San Marcos, provincia de Huari, región Áncash",['Antamina'],['Antamina'],1,2017-02-28,2018-05-31,Caso_420,ÁNCASH,SOCIOAMBIENTAL,"La población de las comunidades campesinas Huaripampa Alto, Medio y Bajo del centro poblado Huaripampa, en la zona de influencia directa del proyecto minero de la Compañía Minera Antamina S. A. C., señalan incumplimiento de los acuerdos establecidos en el convenio marco suscrito en el año 2010 a partir de haber cedido en uso superficial aproximadamente de 2200 ha a favor de la empresa",,"Pobladores de la comunidad campesina Huaripampa, Compañía Minera Antamina S.A.C",Organismo de Evaluación y Fiscalización Ambiental (OEFA),"Oficina General de Gestión Social del Ministerio de Energía y Minas (OGGS-MINEM), Ministerio de Educación (MINEDU), Secretaría de Gestión Social y Diálogo de la Presidencia del Consejo de Ministros (SGSD- PCM)",420,12,12,156,171,1,1,"Distrito San Marcos, provincia de Huari, región Áncash",extractivo_caso (no ChatGPT),poblacion comunidades campesinas huaripampa alto medio bajo centro poblado huaripampa zona influencia directa proyecto minero compania minera antamina s c senalan incumplimiento acuerdos establecidos convenio marco suscrito ano 2010 partir haber cedido uso superficial aproximadamente 2200 ha favor empresa
Caso_430,La,Sí,No,No,"Distrito San Marcos, provincia de Huari, región Áncash",['Antamina'],['Antamina'],1,2017-12-31,2017-12-31,Caso_430,ÁNCASH,SOCIOAMBIENTAL,La,,"Pobladores de la comunidad campesina Huaripampa, Compañía Minera Antamina S.A.C",Organismo de Evaluación y Fiscalización Ambiental (OEFA),"Oficina General de Gestión Social del Ministerio de Energía y Minas (OGGS-MINEM), Ministerio de Educación (MINEDU), Secretaría de Gestión Social y Diálogo de la Presidencia del Consejo de Ministros (SGSD-PCM)",430,1,1,166,166,1,1,"Distrito San Marcos, provincia de Huari, región Áncash",extractivo_caso (no ChatGPT),
Caso_432,La,Sí,No,No,"Distrito San Marcos, provincia de Huari, región Áncash",['Antamina'],['Antamina'],1,2018-01-31,2018-01-31,Caso_432,ÁNCASH,SOCIOAMBIENTAL,La,,"Pobladores de la comunidad campesina Huaripampa, Compañía Minera Antamina S.A.C",Organismo de Evaluación y Fiscalización Ambiental (OEFA),"Oficina General de Gestión Social del Ministerio de Energía y Minas (OGGS-MINEM), Ministerio de Educación (MINEDU), Secretaría de Gestión Social y Diálogo de la Presidencia del Consejo de Ministros (SGSD-PCM)",432,1,1,167,167,1,1,"Distrito San Marcos, provincia de Huari, región Áncash",extractivo_caso (no ChatGPT),
Caso_433,La,Sí,No,No,"Distrito San Marcos, provincia de Huari, región Áncash",['Antamina'],['Antamina'],1,2018-02-28,2018-02-28,Caso_433,ÁNCASH,SOCIOAMBIENTAL,La,,"Pobladores de la comunidad campesina Huaripampa, Compañía Minera Antamina S.A.C",Organismo de Evaluación y Fiscalización Ambiental (OEFA),"Oficina General de Gestión Social del Ministerio de Energía y Minas (OGGS-MINEM), Ministerio de Educación (MINEDU), Secretaría de Gestión Social y Diálogo de la Presidencia del Consejo de Ministros (SGSD-PCM)",433,1,1,168,168,1,1,"Distrito San Marcos, provincia de Huari, región Áncash",extractivo_caso (no ChatGPT),
Caso_436,La,Sí,No,No,"Distrito San Marcos, provincia de Huari, región Áncash",['Antamina'],['Antamina'],1,2018-04-30,2018-04-30,Caso_436,ÁNCASH,SOCIOAMBIENTAL,La,,"Pobladores de la comunidad campesina Huaripampa, Compañía Minera Antamina S.A.C",Organismo de Evaluación y Fiscalización Ambiental (OEFA),"Oficina General de Gestión Social del Ministerio de Energía y Minas (OGGS-MINEM), Ministerio de Educación (MINEDU), Secretaría de Gestión Social y Diálogo de la Presidencia del Consejo de Ministros (SGSD-PCM)",436,1,1,170,170,1,1,"Distrito San Marcos, provincia de Huari, región Áncash",extractivo_caso (no ChatGPT),
Caso_437,Miembros de la comunidad campesina de Ango Raju demandan a la Compañía Minera Antamina el cumplimiento efectivo de acuerdos establecidos en el marco del convenio de desarrollo comunitario y el contrato de reconocimiento de obligaciones suscritos entre ambos el 7 de julio de 1998,Sí,No,No,"Centro poblado de Carhuayoc, distrito de San Marcos, provincia de Huari, departamento de Ancash",['Antamina'],['Antamina'],1,2018-05-31,2023-04-30,Caso_437,ÁNCASH,SOCIOAMBIENTAL,Miembros de la comunidad campesina de Ango Raju demandan a la Compañía Minera Antamina el cumplimiento efectivo de acuerdos establecidos en el marco del convenio de desarrollo comunitario y el contrato de reconocimiento de obligaciones suscritos entre ambos el 7 de julio de 1998,,"Comunidad campesina de Ango Raju, Compañía Minera Antamina S.A","Secretaría de Gestión Social y Diálogo de la Presidencia del Consejo de Ministros (SGSD-PCM), Ministerio de Energía y Minas (MINEM), Subprefectura de San Marcos, Subprefectura de Huari, Prefectura Regional de Ancash, Gobierno Regional de Ancash, Ministerio del Interior (MININTER), Policía Nacional del Perú",Defensoría del Pueblo,437,60,60,171,230,1,1,"Centro poblado de Carhuayoc, distrito de San Marcos, provincia de Huari, departamento de Ancash",extractivo_caso (no ChatGPT),miembros comunidad campesina ango raju demandan compania minera antamina cumplimiento efectivo acuerdos establecidos marco convenio desarrollo comunitario contrato reconocimiento obligaciones suscritos entre ambos 7 julio 1998
Caso_438,La,Sí,No,No,"Distrito San Marcos, provincia de Huari, región Áncash",['Antamina'],['Antamina'],1,2018-06-30,2018-06-30,Caso_438,ÁNCASH,SOCIOAMBIENTAL,La,,"Pobladores de la comunidad campesina Huaripampa, Compañía Minera Antamina S.A.C",Organismo de Evaluación y Fiscalización Ambiental (OEFA),"Oficina General de Gestión Social del Ministerio de Energía y Minas (OGGS-MINEM), Ministerio de Educación (MINEDU), Secretaría de Gestión Social y Diálogo de la Presidencia del Consejo de Ministros (SGSD-PCM)",438,1,1,172,172,1,1,"Distrito San Marcos, provincia de Huari, región Áncash",extractivo_caso (no ChatGPT),
Caso_439,La,Sí,No,No,"Distrito San Marcos, provincia de Huari, región Áncash",['Antamina'],['Antamina'],1,2018-07-31,2018-07-31,Caso_439,ÁNCASH,SOCIOAMBIENTAL,La,,"Pobladores de la comunidad campesina Huaripampa, Compañía Minera Antamina S.A.C",Organismo de Evaluación y Fiscalización Ambiental (OEFA),"Oficina General de Gestión Social del Ministerio de Energía y Minas (OGGS-MINEM), Ministerio de Educación (MINEDU), Secretaría de Gestión Social y Diálogo de la Presidencia del Consejo de Ministros (SGSD-PCM)",439,1,1,173,173,1,1,"Distrito San Marcos, provincia de Huari, región Áncash",extractivo_caso (no ChatGPT),
Caso_440,La,Sí,No,No,"Distrito San Marcos, provincia de Huari, región Áncash",['Antamina'],['Antamina'],1,2018-08-31,2018-08-31,Caso_440,ÁNCASH,SOCIOAMBIENTAL,La,,"Pobladores de la comunidad campesina Huaripampa, Compañía Minera Antamina S.A.C",Organismo de Evaluación y Fiscalización Ambiental (OEFA),"Oficina General de Gestión Social del Ministerio de Energía y Minas (OGGS-MINEM), Ministerio de Educación (MINEDU), Secretaría de Gestión Social y Diálogo de la Presidencia del Consejo de Ministros (SGSD-PCM)",440,1,1,174,174,1,1,"Distrito San Marcos, provincia de Huari, región Áncash",extractivo_caso (no ChatGPT),
Caso_443,La,Sí,No,No,"Distrito San Marcos, provincia de Huari, región Áncash",['Antamina'],['Antamina'],1,2018-09-30,2018-09-30,Caso_443,ÁNCASH,SOCIOAMBIENTAL,La,,"Pobladores de la comunidad campesina Huaripampa, Compañía Minera Antamina S.A.C",Organismo de Evaluación y Fiscalización Ambiental (OEFA),"Oficina General de Gestión Social del Ministerio de Energía y Minas (OGGS-MINEM), Ministerio de Educación (MINEDU), Secretaría de Gestión Social y Diálogo de la Presidencia del Consejo de Ministros (SGSD-PCM)",443,1,1,175,175,1,1,"Distrito San Marcos, provincia de Huari, región Áncash",extractivo_caso (no ChatGPT),
Caso_444,La,Sí,No,No,"Distrito San Marcos, provincia de Huari, región Áncash",['Antamina'],['Antamina'],1,2018-10-31,2018-10-31,Caso_444,ÁNCASH,SOCIOAMBIENTAL,La,,"Pobladores de la comunidad campesina Huaripampa, Compañía Minera Antamina S.A.C",Organismo de Evaluación y Fiscalización Ambiental (OEFA),"Oficina General de Gestión Social del Ministerio de Energía y Minas (OGGS-MINEM), Ministerio de Educación (MINEDU), Secretaría de Gestión Social y Diálogo de la Presidencia del Consejo de Ministros (SGSD-PCM)",444,1,1,176,176,1,1,"Distrito San Marcos, provincia de Huari, región Áncash",extractivo_caso (no ChatGPT),
Caso_447,La,Sí,No,No,"Distrito San Marcos, provincia de Huari, región Áncash",['Antamina'],['Antamina'],1,2018-11-30,2018-11-30,Caso_447,ÁNCASH,SOCIOAMBIENTAL,La,,"Pobladores de la comunidad campesina Huaripampa, Compañía Minera Antamina S.A.C",Organismo de Evaluación y Fiscalización Ambiental (OEFA),"Oficina General de Gestión Social del Ministerio de Energía y Minas (OGGS-MINEM), Ministerio de Educación (MINEDU), Secretaría de Gestión Social y Diálogo de la Presidencia del Consejo de Ministros (SGSD-PCM)",447,1,1,177,177,1,1,"Distrito San Marcos, provincia de Huari, región Áncash",extractivo_caso (no ChatGPT),
Caso_448,La,Sí,No,No,"Distrito San Marcos, provincia de Huari, región Áncash",['Antamina'],['Antamina'],1,2018-12-31,2018-12-31,Caso_448,ÁNCASH,SOCIOAMBIENTAL,La,,"Pobladores de la comunidad campesina Huaripampa, Compañía Minera Antamina S.A.C",Organismo de Evaluación y Fiscalización Ambiental (OEFA),"Oficina General de Gestión Social del Ministerio de Energía y Minas (OGGS-MINEM), Ministerio de Educación (MINEDU), Secretaría de Gestión Social y Diálogo de la Presidencia del Consejo de Ministros (SGSD-PCM)",448,1,1,178,178,1,1,"Distrito San Marcos, provincia de Huari, región Áncash",extractivo_caso (no ChatGPT),
Caso_449,La,Sí,No,No,"Distrito San Marcos, provincia de Huari, región Áncash",['Antamina'],['Antamina'],1,2019-01-31,2019-01-31,Caso_449,ÁNCASH,SOCIOAMBIENTAL,La,,"Pobladores de la comunidad campesina Huaripampa, Compañía Minera Antamina S.A.C",Organismo de Evaluación y Fiscalización Ambiental (OEFA),"Oficina General de Gestión Social del Ministerio de Energía y Minas (OGGS-MINEM), Ministerio de Educación (MINEDU), Secretaría de Gestión Social y Diálogo de la Presidencia del Consejo de Ministros (SGSD-PCM)",449,1,1,179,179,1,1,"Distrito San Marcos, provincia de Huari, región Áncash",extractivo_caso (no ChatGPT),
Caso_450,La,Sí,No,No,"Distrito San Marcos, provincia de Huari, región Áncash",['Antamina'],['Antamina'],1,2019-02-28,2019-02-28,Caso_450,ÁNCASH,SOCIOAMBIENTAL,La,,"Pobladores de la comunidad campesina Huaripampa, Compañía Minera Antamina S.A.C",Organismo de Evaluación y Fiscalización Ambiental (OEFA),"Oficina General de Gestión Social del Ministerio de Energía y Minas (OGGS-MINEM), Ministerio de Educación (MINEDU), Secretaría de Gestión Social y Diálogo de la Presidencia del Consejo de Ministros (SGSD-PCM)",450,1,1,180,180,1,1,"Distrito San Marcos, provincia de Huari, región Áncash",extractivo_caso (no ChatGPT),
Caso_451,La,Sí,No,No,"Distrito San Marcos, provincia de Huari, región Áncash",['Antamina'],['Antamina'],1,2019-03-31,2019-03-31,Caso_451,ÁNCASH,SOCIOAMBIENTAL,La,,"Pobladores de la comunidad campesina Huaripampa, Compañía Minera Antamina S.A.C",Organismo de Evaluación y Fiscalización Ambiental (OEFA),"Oficina General de Gestión Social del Ministerio de Energía y Minas (OGGS-MINEM), Ministerio de Educación (MINEDU), Secretaría de Gestión Social y Diálogo de la Presidencia del Consejo de Ministros (SGSD-PCM)",451,1,1,181,181,1,1,"Distrito San Marcos, provincia de Huari, región Áncash",extractivo_caso (no ChatGPT),
Caso_452,La,Sí,No,No,"Distrito San Marcos, provincia de Huari, región Áncash",['Antamina'],['Antamina'],1,2019-04-30,2019-04-30,Caso_452,ÁNCASH,SOCIOAMBIENTAL,La,,"Pobladores de la comunidad campesina Huaripampa, Compañía Minera Antamina S.A.C",Organismo de Evaluación y Fiscalización Ambiental (OEFA),"Oficina General de Gestión Social del Ministerio de Energía y Minas (OGGS-MINEM), Ministerio de Educación (MINEDU), Secretaría de Gestión Social y Diálogo de la Presidencia del Consejo de Ministros (SGSD-PCM)",452,1,1,182,182,1,1,"Distrito San Marcos, provincia de Huari, región Áncash",extractivo_caso (no ChatGPT),
Caso_454,La,Sí,No,No,"Distrito San Marcos, provincia de Huari, región Áncash",['Antamina'],['Antamina'],1,2019-05-31,2019-05-31,Caso_454,ÁNCASH,SOCIOAMBIENTAL,La,,"Pobladores de la comunidad campesina Huaripampa, Compañía Minera Antamina S.A.C",Organismo de Evaluación y Fiscalización Ambiental (OEFA),"Oficina General de Gestión Social del Ministerio de Energía y Minas (OGGS-MINEM), Ministerio de Educación (MINEDU), Secretaría de Gestión Social y Diálogo de la Presidencia del Consejo de Ministros (SGSD-PCM)",454,1,1,183,183,1,1,"Distrito San Marcos, provincia de Huari, región Áncash",extractivo_caso (no ChatGPT),
Caso_455,La,Sí,No,No,"Distrito San Marcos, provincia de Huari, región Áncash",['Antamina'],['Antamina'],1,2019-06-30,2019-06-30,Caso_455,ÁNCASH,SOCIOAMBIENTAL,La,,"Pobladores de la comunidad campesina Huaripampa, Compañía Minera Antamina S.A.C",Organismo de Evaluación y Fiscalización Ambiental (OEFA),"Oficina General de Gestión Social del Ministerio de Energía y Minas (OGGS-MINEM), Ministerio de Educación (MINEDU), Secretaría de Gestión Social y Diálogo de la Presidencia del Consejo de Ministros (SGSD-PCM)",455,1,1,184,184,1,1,"Distrito San Marcos, provincia de Huari, región Áncash",extractivo_caso (no ChatGPT),
Caso_456,La,Sí,No,No,"Distrito San Marcos, provincia de Huari, región Áncash",['Antamina'],['Antamina'],1,2019-07-31,2019-07-31,Caso_456,ÁNCASH,SOCIOAMBIENTAL,La,,"Pobladores de la comunidad campesina Huaripampa, Compañía Minera Antamina S.A.C",Organismo de Evaluación y Fiscalización Ambiental (OEFA),"Oficina General de Gestión Social del Ministerio de Energía y Minas (OGGS-MINEM), Ministerio de Educación (MINEDU), Secretaría de Gestión Social y Diálogo de la Presidencia del Consejo de Ministros (SGSD-PCM)",456,1,1,185,185,1,1,"Distrito San Marcos, provincia de Huari, región Áncash",extractivo_caso (no ChatGPT),
Caso_457,La,Sí,No,No,"Distrito San Marcos, provincia de Huari, región Áncash",['Antamina'],['Antamina'],1,2019-08-31,2019-08-31,Caso_457,ÁNCASH,SOCIOAMBIENTAL,La,,"Pobladores de la comunidad campesina Huaripampa, Compañía Minera Antamina S.A.C",Organismo de Evaluación y Fiscalización Ambiental (OEFA),"Oficina General de Gestión Social del Ministerio de Energía y Minas (OGGS-MINEM), Ministerio de Educación (MINEDU), Secretaría de Gestión Social y Diálogo de la Presidencia del Consejo de Ministros (SGSD-PCM)",457,1,1,186,186,1,1,"Distrito San Marcos, provincia de Huari, región Áncash",extractivo_caso (no ChatGPT),
Caso_458,La,Sí,No,No,"Distrito San Marcos, provincia de Huari, región Áncash",['Antamina'],['Antamina'],1,2019-09-30,2019-09-30,Caso_458,ÁNCASH,SOCIOAMBIENTAL,La,,"Pobladores de la comunidad campesina Huaripampa, Compañía Minera Antamina S.A.C",Organismo de Evaluación y Fiscalización Ambiental (OEFA),"Oficina General de Gestión Social del Ministerio de Energía y Minas (OGGS-MINEM), Ministerio de Educación (MINEDU), Secretaría de Gestión Social y Diálogo de la Presidencia del Consejo de Ministros (SGSD-PCM)",458,1,1,187,187,1,1,"Distrito San Marcos, provincia de Huari, región Áncash",extractivo_caso (no ChatGPT),
Caso_459,La,Sí,No,No,"Distrito San Marcos, provincia de Huari, región Áncash",['Antamina'],['Antamina'],1,2019-10-31,2019-10-31,Caso_459,ÁNCASH,SOCIOAMBIENTAL,La,,"Comunidad campesina Huaripampa, Compañía Minera Antamina S.A.C",Organismo de Evaluación y Fiscalización Ambiental (OEFA),"Oficina General de Gestión Social del Ministerio de Energía y Minas (OGGS-MINEM), Ministerio de Educación (MINEDU), Secretaría de Gestión Social y Diálogo de la Presidencia del Consejo de Ministros (SGSD-PCM)",459,1,1,188,188,1,1,"Distrito San Marcos, provincia de Huari, región Áncash",extractivo_caso (no ChatGPT),
Caso_460,La,Sí,No,No,"Distrito San Marcos, provincia de Huari, región Áncash",['Antamina'],['Antamina'],1,2019-11-30,2019-11-30,Caso_460,ÁNCASH,SOCIOAMBIENTAL,La,,"Comunidad campesina Huaripampa, Compañía Minera Antamina S.A.C",Organismo de Evaluación y Fiscalización Ambiental (OEFA),"Oficina General de Gestión Social del Ministerio de Energía y Minas (OGGS-MINEM), Ministerio de Educación (MINEDU), Secretaría de Gestión Social y Diálogo de la Presidencia del Consejo de Ministros (SGSD-PCM)",460,1,1,189,189,1,1,"Distrito San Marcos, provincia de Huari, región Áncash",extractivo_caso (no ChatGPT),
Caso_461,La,Sí,No,No,"Distrito San Marcos, provincia de Huari, región Áncash",['Antamina'],['Antamina'],1,2019-12-31,2019-12-31,Caso_461,ÁNCASH,SOCIOAMBIENTAL,La,,"Comunidad campesina Huaripampa, Compañía Minera Antamina S.A.C",Organismo de Evaluación y Fiscalización Ambiental (OEFA),"Oficina General de Gestión Social del Ministerio de Energía y Minas (OGGS-MINEM), Ministerio de Educación (MINEDU), Secretaría de Gestión Social y Diálogo de la Presidencia del Consejo de Ministros (SGSD-PCM)",461,1,1,190,190,1,1,"Distrito San Marcos, provincia de Huari, región Áncash",extractivo_caso (no ChatGPT),
Caso_462,La,Sí,No,No,"Distrito San Marcos, provincia de Huari, región Áncash",['Antamina'],['Antamina'],1,2020-01-31,2020-01-31,Caso_462,ÁNCASH,SOCIOAMBIENTAL,La,,"Comunidad campesina Huaripampa, Compañía Minera Antamina S.A.C",Organismo de Evaluación y Fiscalización Ambiental (OEFA),"Oficina General de Gestión Social del Ministerio de Energía y Minas (OGGS-MINEM), Ministerio de Educación (MINEDU), Secretaría de Gestión Social y Diálogo de la Presidencia del Consejo de Ministros (SGSD-PCM)",462,1,1,191,191,1,1,"Distrito San Marcos, provincia de Huari, región Áncash",extractivo_caso (no ChatGPT),
Caso_463,La,Sí,No,No,"Distrito San Marcos, provincia de Huari, región Áncash",['Antamina'],['Antamina'],1,2020-02-29,2020-02-29,Caso_463,ÁNCASH,SOCIOAMBIENTAL,La,,"Comunidad campesina Huaripampa, Compañía Minera Antamina S.A.C",Organismo de Evaluación y Fiscalización Ambiental (OEFA),"Oficina General de Gestión Social del Ministerio de Energía y Minas (OGGS-MINEM), Ministerio de Educación (MINEDU), Secretaría de Gestión Social y Diálogo de la Presidencia del Consejo de Ministros (SGSD-PCM)",463,1,1,192,192,1,1,"Distrito San Marcos, provincia de Huari, región Áncash",extractivo_caso (no ChatGPT),
Caso_464,La,Sí,No,No,"Distrito San Marcos, provincia de Huari, región Áncash",['Antamina'],['Antamina'],1,2020-03-31,2020-03-31,Caso_464,ÁNCASH,SOCIOAMBIENTAL,La,,"Comunidad campesina Huaripampa, Compañía Minera Antamina S.A.C",Organismo de Evaluación y Fiscalización Ambiental (OEFA),"Oficina General de Gestión Social del Ministerio de Energía y Minas (OGGS-MINEM), Ministerio de Educación (MINEDU), Secretaría de Gestión Social y Diálogo de la Presidencia del Consejo de Ministros (SGSD-PCM)",464,1,1,193,193,1,1,"Distrito San Marcos, provincia de Huari, región Áncash",extractivo_caso (no ChatGPT),
Caso_465,La,Sí,No,No,"Distrito San Marcos, provincia de Huari, región Áncash",['Antamina'],['Antamina'],1,2020-04-30,2020-04-30,Caso_465,ÁNCASH,SOCIOAMBIENTAL,La,,"Comunidad campesina Huaripampa, Compañía Minera Antamina S.A.C",Organismo de Evaluación y Fiscalización Ambiental (OEFA),"Oficina General de Gestión Social del Ministerio de Energía y Minas (OGGS-MINEM), Ministerio de Educación (MINEDU), Secretaría de Gestión Social y Diálogo de la Presidencia del Consejo de Ministros (SGSD-PCM)",465,1,1,194,194,1,1,"Distrito San Marcos, provincia de Huari, región Áncash",extractivo_caso (no ChatGPT),
Caso_466,La,Sí,No,No,"Distrito San Marcos, provincia de Huari, región Áncash",['Antamina'],['Antamina'],1,2020-05-31,2020-05-31,Caso_466,ÁNCASH,SOCIOAMBIENTAL,La,,"Comunidad campesina Huaripampa, Compañía Minera Antamina S.A.C",Organismo de Evaluación y Fiscalización Ambiental (OEFA),"Oficina General de Gestión Social del Ministerio de Energía y Minas (OGGS-MINEM), Ministerio de Educación (MINEDU), Secretaría de Gestión Social y Diálogo de la Presidencia del Consejo de Ministros (SGSD-PCM)",466,1,1,195,195,1,1,"Distrito San Marcos, provincia de Huari, región Áncash",extractivo_caso (no ChatGPT),
Caso_467,La,Sí,No,No,"Distrito San Marcos, provincia de Huari, región Áncash",['Antamina'],['Antamina'],1,2020-06-30,2020-06-30,Caso_467,ÁNCASH,SOCIOAMBIENTAL,La,,"Comunidad campesina Huaripampa, Compañía Minera Antamina S.A.C",Organismo de Evaluación y Fiscalización Ambiental (OEFA),"Oficina General de Gestión Social del Ministerio de Energía y Minas (OGGS-MINEM), Ministerio de Educación (MINEDU), Secretaría de Gestión Social y Diálogo de la Presidencia del Consejo de Ministros (SGSD-PCM)",467,1,1,196,196,1,1,"Distrito San Marcos, provincia de Huari, región Áncash",extractivo_caso (no ChatGPT),
Caso_468,La,Sí,No,No,"Distrito San Marcos, provincia de Huari, región Áncash",['Antamina'],['Antamina'],1,2020-07-31,2020-07-31,Caso_468,ÁNCASH,SOCIOAMBIENTAL,La,,"Comunidad campesina Huaripampa, Compañía Minera Antamina S.A.C",Organismo de Evaluación y Fiscalización Ambiental (OEFA),"Oficina General de Gestión Social del Ministerio de Energía y Minas (OGGS-MINEM), Ministerio de Educación (MINEDU), Secretaría de Gestión Social y Diálogo de la Presidencia del Consejo de Ministros (SGSD-PCM)",468,1,1,197,197,1,1,"Distrito San Marcos, provincia de Huari, región Áncash",extractivo_caso (no ChatGPT),
Caso_469,La,Sí,No,No,"Distrito San Marcos, provincia de Huari, región Áncash",['Antamina'],['Antamina'],1,2020-08-31,2020-08-31,Caso_469,ÁNCASH,SOCIOAMBIENTAL,La,,"Comunidad campesina Huaripampa, Compañía Minera Antamina S.A.C",Organismo de Evaluación y Fiscalización Ambiental (OEFA),"Oficina General de Gestión Social del Ministerio de Energía y Minas (OGGS-MINEM), Ministerio de Educación (MINEDU), Secretaría de Gestión Social y Diálogo de la Presidencia del Consejo de Ministros (SGSD-PCM)",469,1,1,198,198,1,1,"Distrito San Marcos, provincia de Huari, región Áncash",extractivo_caso (no ChatGPT),
Caso_470,La,Sí,No,No,"Distrito San Marcos, provincia de Huari, región Áncash",['Antamina'],['Antamina'],1,2020-09-30,2020-09-30,Caso_470,ÁNCASH,SOCIOAMBIENTAL,La,,"Comunidad campesina Huaripampa, Compañía Minera Antamina S.A.C",Organismo de Evaluación y Fiscalización Ambiental (OEFA),"Oficina General de Gestión Social del Ministerio de Energía y Minas (OGGS-MINEM), Ministerio de Educación (MINEDU), Secretaría de Gestión Social y Diálogo de la Presidencia del Consejo de Ministros (SGSD-PCM)",470,1,1,199,199,1,1,"Distrito San Marcos, provincia de Huari, región Áncash",extractivo_caso (no ChatGPT),
